voivodeship,city,county,population
wielkopolskie,Wysoka,Pilski,2569.0
wielkopolskie,Zagórów,Słupecki,2806.0
wielkopolskie,Zbąszyń,Nowotomyski,7147.0
wielkopolskie,Zduny,Krotoszyński,4360.0
wielkopolskie,Złotów,Złotowski,18525.0
wielkopolskie,Żerków,Jarociński,2077.0
zachodniopomorskie,Barlinek,Myśliborski,13262.0
zachodniopomorskie,Barwice,Szczecinecki,3488.0
zachodniopomorskie,Białogard,Białogardzki,22908.0
zachodniopomorskie,Biały Bór,Szczecinecki,2103.0
zachodniopomorskie,Bobolice,Koszaliński,3802.0
zachodniopomorskie,Borne Sulinowo,Szczecinecki,4995.0
zachodniopomorskie,Cedynia,Gryfiński,1470.0
zachodniopomorskie,Chociwel,Stargardzki,3036.0
zachodniopomorskie,Chojna,Gryfiński,7344.0
zachodniopomorskie,Choszczno,Choszczeński,14289.0
zachodniopomorskie,Czaplinek,Drawski,6824.0
zachodniopomorskie,Człopa,Wałecki,2204.0
zachodniopomorskie,Darłowo,Sławieński,12893.0
zachodniopomorskie,Dębno,Myśliborski,13160.0
zachodniopomorskie,Dobra,Łobeski,2035.0
zachodniopomorskie,Dobrzany,Stargardzki,2191.0
zachodniopomorskie,Drawno,Choszczeński,2174.0
zachodniopomorskie,Drawsko Pomorskie,Drawski,11424.0
zachodniopomorskie,Dziwnów,Kamieński,2407.0
zachodniopomorskie,Golczewo,Kamieński,2532.0
zachodniopomorskie,Goleniów,Goleniowski,21993.0
zachodniopomorskie,Gościno,Kołobrzeski,2632.0
zachodniopomorskie,Gryfice,Gryficki,15728.0
zachodniopomorskie,Gryfino,Gryfiński,20159.0
zachodniopomorskie,Ińsko,Stargardzki,1807.0
zachodniopomorskie,Kalisz Pomorski,Drawski,4085.0
zachodniopomorskie,Kamień Pomorski,Kamieński,8450.0
zachodniopomorskie,Karlino,Białogardzki,5564.0
zachodniopomorskie,Kołobrzeg,Kołobrzeski,44003.0
zachodniopomorskie,Koszalin,Koszalin,104891.0
zachodniopomorskie,Lipiany,Pyrzycki,3841.0
zachodniopomorskie,Łobez,Łobeski,9672.0
zachodniopomorskie,Maszewo,Goleniowski,3304.0
zachodniopomorskie,Mielno,Koszaliński,2817.0
zachodniopomorskie,Mieszkowice,Gryfiński,3404.0
zachodniopomorskie,Międzyzdroje,Kamieński,4975.0
zachodniopomorskie,Mirosławiec,Wałecki,3000.0
zachodniopomorskie,Moryń,Gryfiński,1610.0
zachodniopomorskie,Myślibórz,Myśliborski,10558.0
zachodniopomorskie,Nowe Warpno,Policki,1097.0
zachodniopomorskie,Nowogard,Goleniowski,15965.0
zachodniopomorskie,Pełczyce,Choszczeński,2451.0
zachodniopomorskie,Płoty,Gryficki,3788.0
zachodniopomorskie,Polanów,Koszaliński,2903.0
zachodniopomorskie,Police,Policki,30365.0
zachodniopomorskie,Połczyn-Zdrój,Świdwiński,7409.0
zachodniopomorskie,Pyrzyce,Pyrzycki,12003.0
zachodniopomorskie,Recz,Choszczeński,2709.0
zachodniopomorskie,Resko,Łobeski,3998.0
zachodniopomorskie,Sianów,Koszaliński,6524.0
zachodniopomorskie,Sławno,Sławieński,12002.0
zachodniopomorskie,Stargard,Stargardzki,67161.0
zachodniopomorskie,Stepnica,Goleniowski,2485.0
zachodniopomorskie,Suchań,Stargardzki,1387.0
zachodniopomorskie,Szczecin,Szczecin,394482.0
zachodniopomorskie,Szczecinek,Szczecinecki,38148.0
zachodniopomorskie,Świdwin,Świdwiński,14831.0
zachodniopomorskie,Świnoujście,Świnoujście,39834.0
zachodniopomorskie,Trzcińsko-Zdrój,Gryfiński,2171.0
zachodniopomorskie,Trzebiatów,Gryficki,9493.0
zachodniopomorskie,Tuczno,Wałecki,1824.0
zachodniopomorskie,Tychowo,Białogardzki,2367.0
zachodniopomorskie,Wałcz,Wałecki,23978.0
zachodniopomorskie,Węgorzyno,Łobeski,2660.0
zachodniopomorskie,Wolin,Kamieński,4703.0
zachodniopomorskie,Złocieniec,Drawski,12302.0
